kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,omset_pct_dalam_skala,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online,is_urban,umur_usaha
Cangkringan,Jasa,Mikro_Lv1,1945969,0.3213,2,1,1,0,0,0,0,0,0,3
Kalasan,Perdagangan,Mikro_Lv1,3110303,0.5801,2,1,1,0,0,0,0,0,1,2
Depok,Perdagangan,Mikro_Lv1,3148668,0.5886,1,1,0,1,0,0,1,0,1,3
Prambanan,Jasa,Mikro_Lv1,2687842,0.4862,1,1,0,0,0,0,0,0,0,2
Cangkringan,Perdagangan,Mikro_Lv5,55920967,0.1184,8,4,4,1,1,0,2,1,0,10
Moyudan,Jasa,Mikro_Lv1,2042267,0.3427,3,2,1,0,0,0,0,0,0,4
Depok,Perdagangan,Mikro_Lv1,2756924,0.5015,3,2,1,1,0,0,1,0,1,2
Mlati,Jasa,Mikro_Lv1,3960812,0.7691,4,2,2,1,1,0,2,1,1,4
Pakem,Agribisnis,Mikro_Lv1,3015511,0.559,3,1,2,0,0,0,0,0,0,4
Kalasan,Jasa,Mikro_Lv1,3703945,0.712,1,0,1,1,1,0,2,1,1,5
Sleman,Jasa,Mikro_Lv1,3620010,0.6933,4,2,2,1,0,0,1,0,0,4
Seyegan,Perdagangan,Mikro_Lv1,4238068,0.8307,3,1,2,0,0,0,0,0,0,4
Ngemplak,Perdagangan,Mikro_Lv1,3563631,0.6808,4,2,2,1,0,0,1,0,0,5
Kalasan,Perdagangan,Mikro_Lv1,3050242,0.5667,1,0,1,0,0,0,0,0,1,1
Cangkringan,Perdagangan,Mikro_Lv1,3702728,0.7117,4,2,2,0,0,0,0,0,0,4
Prambanan,Perdagangan,Mikro_Lv1,3191116,0.598,3,2,1,0,0,0,0,0,0,4
Kalasan,Perdagangan,Mikro_Lv1,2614956,0.47,2,1,1,0,0,0,0,0,1,1
Depok,Perdagangan,Mikro_Lv1,1547328,0.2327,2,1,1,1,0,0,1,0,1,2
Kalasan,Jasa,Mikro_Lv1,4885445,0.9745,1,0,1,1,1,0,2,1,1,1
Turi,Perdagangan,Mikro_Lv1,2173054,0.3718,3,2,1,0,0,0,0,0,0,4
Depok,Jasa,Mikro_Lv1,4278857,0.8397,3,2,1,0,0,0,0,0,1,1
Seyegan,Jasa,Mikro_Lv1,1810645,0.2913,3,2,1,0,0,0,0,0,0,5
Prambanan,Perdagangan,Mikro_Lv1,3057196,0.5683,3,2,1,0,0,0,0,0,0,4
Tempel,Jasa,Mikro_Lv1,3773389,0.7274,4,2,2,0,0,0,0,0,0,2
Moyudan,Perdagangan,Mikro_Lv1,1380210,0.1956,1,1,0,0,0,0,0,0,0,2
Godean,Perdagangan,Mikro_Lv1,4878241,0.9729,4,2,2,0,0,0,0,0,0,2
Godean,Perdagangan,Mikro_Lv1,643905,0.032,3,2,1,1,0,0,1,0,0,3
Sleman,Jasa,Mikro_Lv1,4950117,0.9889,1,1,0,0,0,0,0,0,0,2
Minggir,Jasa,Mikro_Lv1,558407,0.013,1,0,1,1,0,0,1,0,0,5
Seyegan,Perdagangan,Mikro_Lv1,1373922,0.1942,4,2,2,0,0,0,0,0,0,2
Depok,Jasa,Mikro_Lv1,2665961,0.4813,4,2,2,0,0,0,0,0,1,5
Sleman,Jasa,Mikro_Lv1,2182106,0.3738,1,1,0,1,0,0,1,0,0,1
Kalasan,Jasa,Mikro_Lv1,1436521,0.2081,4,2,2,1,0,0,1,0,1,3
Godean,Jasa,Mikro_Lv1,2999678,0.5555,2,1,1,1,1,0,2,1,0,1
Tempel,Perdagangan,Mikro_Lv1,4940039,0.9867,1,1,0,1,0,0,1,0,0,2
Tempel,Perdagangan,Mikro_Lv1,760236,0.0578,3,2,1,0,0,0,0,0,0,1
Kalasan,Jasa,Mikro_Lv1,757638,0.0573,3,1,2,0,0,0,0,0,1,2
Gamping,Perdagangan,Mikro_Lv1,4521768,0.8937,3,2,1,0,0,0,0,0,1,4
Depok,Jasa,Mikro_Lv1,2337892,0.4084,2,1,1,1,1,0,2,1,1,5
Gamping,Perdagangan,Mikro_Lv1,1059273,0.1243,4,2,2,1,0,0,1,1,1,3
Ngaglik,Perdagangan,Mikro_Lv1,3585997,0.6858,4,2,2,1,1,0,2,1,1,5
Gamping,Jasa,Mikro_Lv1,3521259,0.6714,1,1,0,1,1,1,3,1,1,5
Turi,Perdagangan,Mikro_Lv1,809796,0.0688,1,1,0,1,0,0,1,0,0,5
Gamping,Perdagangan,Mikro_Lv1,4627792,0.9173,4,2,2,0,0,0,0,0,1,1
Minggir,Jasa,Mikro_Lv1,838406,0.0752,3,2,1,0,0,0,0,0,0,3
Godean,Perdagangan,Mikro_Lv1,1478883,0.2175,4,2,2,1,0,0,1,0,0,2
Pakem,Perdagangan,Mikro_Lv1,759578,0.0577,2,1,1,0,0,0,0,0,0,4
Ngemplak,Perdagangan,Mikro_Lv1,4839434,0.9643,2,1,1,0,0,0,0,0,0,3
Gamping,Jasa,Mikro_Lv1,4696382,0.9325,3,2,1,1,1,0,2,1,1,3
Minggir,Jasa,Mikro_Lv1,2422038,0.4271,3,2,1,1,1,0,2,1,0,1
Moyudan,Jasa,Mikro_Lv1,4146916,0.8104,1,1,0,0,0,0,0,0,0,3
Berbah,Jasa,Mikro_Lv1,2948879,0.5442,3,2,1,0,0,0,0,0,0,4
Moyudan,Jasa,Mikro_Lv1,1917547,0.315,4,2,2,0,0,0,0,0,0,5
Ngemplak,Agribisnis,Mikro_Lv1,1206406,0.157,3,2,1,0,0,0,0,0,0,4
Moyudan,Agribisnis,Mikro_Lv1,4386218,0.8636,1,1,0,1,0,0,1,0,0,3
Kalasan,Agribisnis,Mikro_Lv1,980297,0.1067,1,0,1,0,0,0,0,0,1,1
Moyudan,Jasa,Mikro_Lv1,2149879,0.3666,1,1,0,0,0,0,0,0,0,5
Sleman,Perdagangan,Mikro_Lv2,9688159,0.9376,6,4,2,0,0,0,0,0,0,3
Ngaglik,Jasa,Mikro_Lv1,1307500,0.1794,4,2,2,0,0,0,0,0,1,2
Prambanan,Jasa,Mikro_Lv1,4240329,0.8312,1,1,0,0,0,0,0,0,0,2
Ngaglik,Perdagangan,Mikro_Lv1,4300299,0.8445,1,1,0,0,0,0,0,0,1,4
Sleman,Perdagangan,Mikro_Lv1,3641137,0.698,4,2,2,1,0,0,1,0,0,3
Gamping,Jasa,Mikro_Lv1,4622343,0.9161,2,1,1,1,1,0,2,1,1,1
Tempel,Perdagangan,Mikro_Lv1,2944201,0.5432,1,1,0,0,0,0,0,0,0,3
Seyegan,Jasa,Mikro_Lv2,7117840,0.4236,1,1,0,0,0,0,0,0,0,6
Minggir,Perdagangan,Mikro_Lv1,2894129,0.532,2,1,1,0,0,0,0,0,0,2
Pakem,Perdagangan,Mikro_Lv3,22906392,0.8604,3,2,1,1,1,1,3,1,0,8
Godean,Jasa,Mikro_Lv1,4845163,0.9656,2,1,1,0,0,0,0,0,0,3
Godean,Perdagangan,Mikro_Lv1,2285440,0.3968,2,1,1,0,0,0,0,0,0,3
Sleman,Jasa,Mikro_Lv1,2408695,0.4242,3,1,2,0,0,0,0,0,0,2
Seyegan,Perdagangan,Mikro_Lv1,2776474,0.5059,1,0,1,1,0,0,1,1,0,3
Tempel,Perdagangan,Mikro_Lv3,23199542,0.88,2,1,1,1,1,0,2,1,0,3
Moyudan,Jasa,Mikro_Lv1,3083912,0.5742,2,1,1,0,0,0,0,0,0,2
Ngaglik,Perdagangan,Mikro_Lv1,2344512,0.4099,1,1,0,0,0,0,0,0,1,3
Prambanan,Perdagangan,Mikro_Lv1,4497351,0.8883,1,0,1,0,0,0,0,0,0,5
Tempel,Jasa,Mikro_Lv1,1701660,0.267,2,1,1,0,0,0,0,0,0,5
Minggir,Jasa,Mikro_Lv1,889893,0.0866,3,2,1,0,0,0,0,0,0,1
Kalasan,Perdagangan,Mikro_Lv1,4480503,0.8846,4,2,2,0,0,0,0,0,1,1
Gamping,Jasa,Mikro_Lv1,4092586,0.7984,4,2,2,1,1,0,2,1,1,4
Kalasan,Perdagangan,Mikro_Lv1,4694363,0.9321,2,1,1,1,1,0,2,1,1,4
Ngemplak,Perdagangan,Mikro_Lv1,2374356,0.4165,2,1,1,0,0,0,0,0,0,2
Ngaglik,Perdagangan,Mikro_Lv1,1360717,0.1913,2,1,1,0,0,0,0,0,1,4
Moyudan,Perdagangan,Mikro_Lv1,3048616,0.5664,4,2,2,0,0,0,0,0,0,1
Depok,Perdagangan,Mikro_Lv1,551746,0.0115,4,2,2,0,0,0,0,0,1,3
Turi,Jasa,Mikro_Lv1,3536187,0.6747,3,1,2,0,0,0,0,0,0,2
Gamping,Jasa,Mikro_Lv1,2963949,0.5475,4,2,2,0,0,0,0,0,1,3
Sleman,Jasa,Mikro_Lv1,4189692,0.8199,1,1,0,1,1,0,2,1,0,5
Berbah,Perdagangan,Mikro_Lv1,2108766,0.3575,4,2,2,1,0,0,1,0,0,3
Ngaglik,Perdagangan,Mikro_Lv1,2110287,0.3578,4,2,2,1,1,0,2,1,1,5
Berbah,Agribisnis,Mikro_Lv1,749246,0.0554,2,1,1,0,0,0,0,0,0,4
Kalasan,Agribisnis,Mikro_Lv1,4089852,0.7977,3,2,1,0,0,0,0,0,1,1
Moyudan,Jasa,Mikro_Lv1,1248785,0.1664,1,1,0,1,0,0,1,0,0,3
Mlati,Jasa,Mikro_Lv1,4701724,0.9337,2,1,1,1,1,0,2,1,1,1
Kalasan,Perdagangan,Mikro_Lv1,4136342,0.8081,3,2,1,0,0,0,0,0,1,2
Minggir,Jasa,Mikro_Lv1,3630826,0.6957,3,2,1,0,0,0,0,0,0,2
Kalasan,Jasa,Mikro_Lv2,6263692,0.2527,5,3,2,1,0,1,2,1,1,7
Godean,Perdagangan,Mikro_Lv1,2740361,0.4979,1,1,0,0,0,0,0,0,0,1
Mlati,Perdagangan,Kecil,143050072,0.0478,57,34,23,1,1,1,3,1,1,11
Turi,Perdagangan,Mikro_Lv1,4962888,0.9918,2,1,1,0,0,0,0,0,0,3
Godean,Perdagangan,Mikro_Lv1,860039,0.08,1,1,0,0,0,0,0,0,0,1
Prambanan,Jasa,Mikro_Lv1,3070767,0.5713,1,1,0,1,0,0,1,0,0,1
Berbah,Perdagangan,Mikro_Lv1,2200130,0.3778,2,1,1,0,0,0,0,0,0,2
Ngaglik,Agribisnis,Mikro_Lv1,2467487,0.4372,2,1,1,0,0,0,0,0,1,4
Ngemplak,Jasa,Mikro_Lv1,2679206,0.4843,3,2,1,0,0,0,0,0,0,2
Pakem,Jasa,Mikro_Lv1,3339730,0.6311,4,2,2,1,1,0,2,1,0,4
Tempel,Jasa,Mikro_Lv1,4331208,0.8514,4,2,2,1,0,0,1,0,0,5
Ngaglik,Perdagangan,Mikro_Lv1,890999,0.0869,2,1,1,0,0,0,0,0,1,3
Tempel,Jasa,Mikro_Lv1,1822557,0.2939,2,1,1,1,0,0,1,0,0,5
Gamping,Perdagangan,Mikro_Lv1,4545118,0.8989,3,1,2,1,1,0,2,1,1,3
Berbah,Jasa,Mikro_Lv1,4342470,0.8539,2,1,1,0,0,0,0,0,0,2
Mlati,Perdagangan,Mikro_Lv1,4082696,0.7962,1,1,0,0,0,0,0,0,1,3
Depok,Perdagangan,Mikro_Lv1,651519,0.0337,2,1,1,0,0,0,0,0,1,4
Ngemplak,Jasa,Mikro_Lv1,3359204,0.6354,1,1,0,1,1,0,2,1,0,3
Sleman,Jasa,Mikro_Lv1,3392144,0.6427,4,2,2,0,0,0,0,0,0,2
Gamping,Perdagangan,Mikro_Lv1,539887,0.0089,2,1,1,0,0,0,0,0,1,5
Mlati,Perdagangan,Mikro_Lv1,4048110,0.7885,4,2,2,1,0,1,2,1,1,2
Mlati,Perdagangan,Mikro_Lv1,1780522,0.2846,1,0,1,0,0,0,0,0,1,2
Godean,Agribisnis,Mikro_Lv1,2907032,0.5349,3,1,2,1,1,1,3,1,0,2
Pakem,Perdagangan,Mikro_Lv1,4762961,0.9473,1,0,1,0,0,0,0,0,0,3
Kalasan,Jasa,Mikro_Lv1,548519,0.0108,2,1,1,1,0,0,1,0,1,2
Berbah,Perdagangan,Mikro_Lv1,1272497,0.1717,3,1,2,1,0,0,1,0,0,5
Sleman,Perdagangan,Mikro_Lv1,1707989,0.2684,3,1,2,0,0,0,0,0,0,2
Gamping,Perdagangan,Mikro_Lv1,1436865,0.2082,3,2,1,0,0,0,0,0,1,1
Sleman,Perdagangan,Mikro_Lv1,1049845,0.1222,3,1,2,1,0,0,1,0,0,1
Cangkringan,Perdagangan,Mikro_Lv1,3517503,0.6706,4,2,2,0,0,0,0,0,0,5
Depok,Perdagangan,Mikro_Lv1,3925582,0.7612,2,1,1,0,0,0,0,0,1,3
Sleman,Agribisnis,Mikro_Lv1,4470914,0.8824,4,2,2,1,0,0,1,0,0,1
Tempel,Perdagangan,Mikro_Lv1,2498829,0.4442,4,2,2,0,0,0,0,0,0,1
Ngemplak,Jasa,Mikro_Lv1,1912133,0.3138,1,1,0,0,0,0,0,0,0,5
Prambanan,Jasa,Mikro_Lv1,613823,0.0253,2,1,1,0,0,0,0,0,0,4
Godean,Perdagangan,Mikro_Lv1,3799322,0.7332,3,1,2,0,0,0,0,0,0,5
Seyegan,Jasa,Mikro_Lv1,2254801,0.39,1,1,0,0,0,0,0,0,0,4
Tempel,Agribisnis,Mikro_Lv1,3874139,0.7498,1,1,0,0,0,0,0,0,0,1
Depok,Jasa,Mikro_Lv2,6863485,0.3727,2,1,1,1,0,0,1,0,1,4
Gamping,Perdagangan,Mikro_Lv1,1153173,0.1451,2,1,1,0,0,0,0,0,1,1
Gamping,Jasa,Mikro_Lv1,811087,0.0691,3,2,1,0,0,0,0,0,1,4
Seyegan,Agribisnis,Mikro_Lv2,8321643,0.6643,6,3,3,0,0,0,0,0,0,8
Minggir,Jasa,Mikro_Lv1,2424724,0.4277,4,2,2,0,0,0,0,0,0,2
Minggir,Jasa,Mikro_Lv1,4658582,0.9241,3,2,1,1,0,0,1,0,0,4
Mlati,Perdagangan,Mikro_Lv1,2237952,0.3862,3,2,1,0,0,0,0,0,1,3
Cangkringan,Perdagangan,Mikro_Lv2,8216460,0.6433,4,2,2,0,0,0,0,0,0,8
Moyudan,Perdagangan,Mikro_Lv2,7189531,0.4379,4,2,2,0,0,0,0,0,0,2
Ngemplak,Perdagangan,Mikro_Lv3,17872472,0.5248,8,4,4,1,1,0,2,1,0,6
Mlati,Perdagangan,Mikro_Lv1,3359644,0.6355,3,2,1,1,0,0,1,0,1,4
Ngaglik,Perdagangan,Mikro_Lv1,4543893,0.8986,3,2,1,1,0,0,1,1,1,2
Ngaglik,Jasa,Mikro_Lv1,3248374,0.6107,3,2,1,0,0,0,0,0,1,5
Prambanan,Perdagangan,Mikro_Lv2,8810732,0.7621,2,1,1,0,0,0,0,0,0,8
Depok,Perdagangan,Mikro_Lv1,1748027,0.2773,2,1,1,0,0,0,0,0,1,2
Sleman,Perdagangan,Mikro_Lv1,2490486,0.4423,4,2,2,0,0,0,0,0,0,4
Pakem,Jasa,Mikro_Lv1,656456,0.0348,1,0,1,0,0,0,0,0,0,1
Gamping,Perdagangan,Mikro_Lv1,2870522,0.5268,3,2,1,0,0,0,0,0,1,1
Gamping,Jasa,Mikro_Lv1,4711749,0.9359,1,1,0,1,1,0,2,1,1,3
Godean,Perdagangan,Mikro_Lv1,3537320,0.675,3,1,2,0,0,0,0,0,0,2
Mlati,Perdagangan,Mikro_Lv1,4258607,0.8352,3,2,1,0,0,0,0,0,1,4
Godean,Perdagangan,Mikro_Lv1,3698066,0.7107,2,1,1,1,0,0,1,0,0,2
Sleman,Perdagangan,Mikro_Lv1,1656220,0.2569,2,1,1,0,0,0,0,0,0,2
Minggir,Perdagangan,Mikro_Lv1,2613188,0.4696,3,1,2,0,0,0,0,0,0,3
Sleman,Jasa,Mikro_Lv1,3931563,0.7626,4,2,2,1,1,0,2,1,0,4
Depok,Perdagangan,Mikro_Lv1,3339343,0.631,4,2,2,1,1,0,2,1,1,4
Ngemplak,Perdagangan,Mikro_Lv2,5607348,0.1215,1,1,0,1,0,0,1,0,0,6
Cangkringan,Jasa,Mikro_Lv1,3838696,0.7419,3,2,1,0,0,0,0,0,0,4
Moyudan,Perdagangan,Mikro_Lv1,548695,0.0108,1,0,1,0,0,0,0,0,0,3
Ngaglik,Jasa,Mikro_Lv1,3715951,0.7147,3,2,1,0,0,0,0,0,1,3
Moyudan,Perdagangan,Mikro_Lv2,8214242,0.6428,1,0,1,1,1,1,3,1,0,8
Depok,Perdagangan,Mikro_Lv1,1977175,0.3283,4,2,2,0,0,0,0,0,1,5
Ngaglik,Perdagangan,Mikro_Lv1,2150374,0.3667,3,2,1,1,1,0,2,1,1,3
Moyudan,Perdagangan,Mikro_Lv1,1148478,0.1441,2,1,1,1,1,0,2,1,0,1
Ngemplak,Jasa,Mikro_Lv1,2566375,0.4592,1,1,0,0,0,0,0,0,0,1
Ngemplak,Jasa,Mikro_Lv1,2388414,0.4196,4,2,2,0,0,0,0,0,0,1
Tempel,Jasa,Mikro_Lv1,2036661,0.3415,4,2,2,0,0,0,0,0,0,2
Tempel,Jasa,Mikro_Lv1,2708055,0.4907,2,1,1,0,0,0,0,0,0,5
Depok,Perdagangan,Mikro_Lv2,8469183,0.6938,6,3,3,1,1,1,3,1,1,7
Mlati,Jasa,Mikro_Lv1,4161721,0.8137,1,1,0,0,0,0,0,0,1,3
Seyegan,Perdagangan,Mikro_Lv2,8386242,0.6772,6,4,2,0,0,0,0,0,0,7
Seyegan,Perdagangan,Mikro_Lv3,19091529,0.6061,3,2,1,0,0,0,0,0,0,7
Pakem,Jasa,Mikro_Lv2,5072195,0.0144,5,2,3,1,0,0,1,0,0,3
Sleman,Agribisnis,Mikro_Lv1,4746523,0.9437,4,2,2,0,0,0,0,0,0,2
Seyegan,Perdagangan,Mikro_Lv1,500503,0.0001,2,1,1,1,0,0,1,0,0,3
Kalasan,Perdagangan,Mikro_Lv1,3750622,0.7224,1,0,1,0,0,0,0,0,1,5
Mlati,Perdagangan,Mikro_Lv1,988371,0.1085,3,2,1,0,0,0,0,0,1,4
Berbah,Perdagangan,Mikro_Lv1,2319146,0.4043,2,1,1,1,1,0,2,1,0,1
Moyudan,Jasa,Mikro_Lv1,4918156,0.9818,4,2,2,1,0,0,1,0,0,4
Gamping,Jasa,Mikro_Lv1,950927,0.1002,2,1,1,1,0,0,1,1,1,3
Depok,Jasa,Mikro_Lv1,4630789,0.918,1,0,1,0,0,0,0,0,1,1
Godean,Perdagangan,Mikro_Lv1,3013058,0.5585,1,1,0,0,0,0,0,0,0,3
Ngaglik,Jasa,Mikro_Lv1,1985339,0.3301,1,1,0,1,1,0,2,1,1,1
Tempel,Perdagangan,Mikro_Lv1,4035990,0.7858,3,2,1,0,0,0,0,0,0,3
Cangkringan,Perdagangan,Mikro_Lv1,4310373,0.8467,1,1,0,0,0,0,0,0,0,1
Minggir,Agribisnis,Mikro_Lv1,4592353,0.9094,4,2,2,0,0,0,0,0,0,5
Godean,Jasa,Mikro_Lv1,2988837,0.5531,4,2,2,1,1,0,2,1,0,5
Ngaglik,Perdagangan,Mikro_Lv1,614619,0.0255,1,0,1,1,0,0,1,0,1,5
Gamping,Perdagangan,Mikro_Lv1,4914170,0.9809,3,1,2,0,0,0,0,0,1,3
Seyegan,Jasa,Mikro_Lv1,2208372,0.3796,4,2,2,1,1,0,2,1,0,2
Ngaglik,Jasa,Mikro_Lv1,1099621,0.1332,4,2,2,0,0,0,0,0,1,5
Ngaglik,Jasa,Mikro_Lv1,3322900,0.6273,3,2,1,0,0,0,0,0,1,3
Turi,Jasa,Mikro_Lv1,3847004,0.7438,4,2,2,1,0,0,1,0,0,5
Depok,Jasa,Mikro_Lv1,1378193,0.1952,3,2,1,0,0,0,0,0,1,3
Seyegan,Agribisnis,Mikro_Lv1,2682878,0.4851,4,2,2,0,0,0,0,0,0,5
Ngaglik,Jasa,Mikro_Lv1,1892243,0.3094,2,1,1,1,1,0,2,1,1,3
Sleman,Jasa,Mikro_Lv1,4388386,0.8641,1,1,0,1,0,0,1,0,0,1
Mlati,Perdagangan,Mikro_Lv1,4189562,0.8199,2,1,1,0,0,0,0,0,1,2
Pakem,Jasa,Mikro_Lv1,4154890,0.8122,3,2,1,0,0,0,0,0,0,3
Gamping,Perdagangan,Mikro_Lv1,2660941,0.4802,3,2,1,1,1,0,2,1,1,1
Moyudan,Perdagangan,Mikro_Lv1,4576972,0.906,2,1,1,1,0,0,1,0,0,4
Godean,Jasa,Mikro_Lv1,2006519,0.3348,3,1,2,0,0,0,0,0,0,5
Pakem,Jasa,Mikro_Lv1,576085,0.0169,2,1,1,1,0,0,1,0,0,5
Sleman,Jasa,Mikro_Lv2,7575805,0.5152,2,1,1,1,0,0,1,0,0,7
Turi,Jasa,Mikro_Lv1,2202284,0.3783,3,2,1,0,0,0,0,0,0,2
Sleman,Agribisnis,Mikro_Lv1,3184311,0.5965,1,1,0,0,0,0,0,0,0,1
Ngaglik,Perdagangan,Mikro_Lv1,4656312,0.9236,3,2,1,0,0,0,0,0,1,5
Kalasan,Jasa,Mikro_Lv1,1539492,0.231,2,1,1,1,1,0,2,1,1,5
Turi,Jasa,Mikro_Lv1,3241133,0.6091,3,1,2,0,0,0,0,0,0,5
Ngaglik,Jasa,Mikro_Lv1,3736573,0.7192,4,2,2,0,0,0,0,0,1,5
Tempel,Jasa,Mikro_Lv1,4654524,0.9232,3,1,2,1,1,0,2,1,0,4
Sleman,Perdagangan,Mikro_Lv2,9374226,0.8748,3,2,1,1,0,0,1,0,0,2
Depok,Perdagangan,Mikro_Lv2,8358169,0.6716,2,1,1,1,0,0,1,0,1,5
Prambanan,Perdagangan,Mikro_Lv1,4475692,0.8835,1,0,1,1,0,0,1,0,0,5
Depok,Perdagangan,Mikro_Lv1,976454,0.1059,4,2,2,1,1,0,2,1,1,4
Pakem,Jasa,Mikro_Lv1,4218869,0.8264,3,2,1,1,1,0,2,1,0,3
Godean,Perdagangan,Mikro_Lv2,7674638,0.5349,6,3,3,1,1,0,2,1,0,5
Depok,Jasa,Mikro_Lv3,10802713,0.0535,5,3,2,0,0,0,0,0,1,4
Tempel,Jasa,Mikro_Lv1,1633124,0.2518,2,1,1,1,1,0,2,1,0,5
Tempel,Jasa,Mikro_Lv1,535723,0.0079,4,2,2,0,0,0,0,0,0,5
Godean,Jasa,Mikro_Lv1,2944195,0.5432,4,2,2,1,1,1,3,1,0,3
Depok,Jasa,Mikro_Lv1,998559,0.1108,2,1,1,1,1,0,2,1,1,4
Berbah,Perdagangan,Mikro_Lv1,908978,0.0909,3,1,2,0,0,0,0,0,0,4
Gamping,Jasa,Mikro_Lv2,9243800,0.8488,4,2,2,1,1,0,2,1,1,5
Ngemplak,Jasa,Mikro_Lv2,8398388,0.6797,2,1,1,0,0,0,0,0,0,7
Gamping,Perdagangan,Mikro_Lv1,1368029,0.1929,4,2,2,0,0,0,0,0,1,1
Prambanan,Perdagangan,Mikro_Lv2,9047766,0.8096,4,2,2,0,0,0,0,0,0,8
Ngaglik,Jasa,Mikro_Lv1,1067930,0.1262,3,2,1,0,0,0,0,0,1,2
Sleman,Agribisnis,Mikro_Lv1,854738,0.0788,2,1,1,0,0,0,0,0,0,4
Ngaglik,Agribisnis,Mikro_Lv1,2495072,0.4433,2,1,1,1,1,0,2,1,1,1
Prambanan,Perdagangan,Mikro_Lv1,2232186,0.3849,3,1,2,1,0,0,1,0,0,2
Sleman,Perdagangan,Mikro_Lv2,9911416,0.9823,6,3,3,1,1,0,2,1,0,7
Minggir,Jasa,Mikro_Lv1,1470490,0.2157,2,1,1,0,0,0,0,0,0,4
Godean,Perdagangan,Mikro_Lv2,8480224,0.696,6,3,3,1,1,0,2,1,0,6
Gamping,Perdagangan,Mikro_Lv1,2066726,0.3482,2,1,1,1,0,0,1,0,1,5
Ngaglik,Jasa,Mikro_Lv1,4184990,0.8189,1,0,1,0,0,0,0,0,1,1
Depok,Jasa,Mikro_Lv1,1734543,0.2743,2,1,1,1,1,0,2,1,1,3
Sleman,Jasa,Mikro_Lv1,3631867,0.696,2,1,1,1,0,0,1,0,0,5
Mlati,Jasa,Mikro_Lv1,2484197,0.4409,3,2,1,0,0,0,0,0,1,2
Ngaglik,Jasa,Mikro_Lv1,2213662,0.3808,2,1,1,0,0,0,0,0,1,3
Gamping,Perdagangan,Mikro_Lv1,1977186,0.3283,1,0,1,0,0,0,0,0,1,4
Turi,Perdagangan,Mikro_Lv1,2672279,0.4827,3,2,1,0,0,0,0,0,0,1
Minggir,Jasa,Mikro_Lv1,2774886,0.5055,2,1,1,0,0,0,0,0,0,3
Tempel,Agribisnis,Mikro_Lv1,3181734,0.5959,1,0,1,0,0,0,0,0,0,4
Moyudan,Perdagangan,Mikro_Lv1,2960766,0.5468,1,1,0,1,1,1,3,1,0,5
Turi,Jasa,Mikro_Lv1,4698100,0.9329,3,2,1,1,0,0,1,0,0,3
Moyudan,Perdagangan,Mikro_Lv1,1940549,0.3201,2,1,1,0,0,0,0,0,0,2
Kalasan,Agribisnis,Mikro_Lv1,4593934,0.9098,3,1,2,0,0,0,0,0,1,5
Sleman,Perdagangan,Mikro_Lv1,1962649,0.325,1,1,0,0,0,0,0,0,0,4
Turi,Jasa,Mikro_Lv1,4206825,0.8237,2,1,1,1,1,0,2,1,0,4
Godean,Perdagangan,Mikro_Lv1,4657312,0.9238,3,1,2,0,0,0,0,0,0,2
Tempel,Perdagangan,Mikro_Lv1,4763435,0.9474,4,2,2,1,0,0,1,0,0,2
Mlati,Jasa,Mikro_Lv1,1693431,0.2652,1,1,0,1,0,0,1,0,1,3
Sleman,Jasa,Mikro_Lv1,4965698,0.9924,1,1,0,1,1,1,3,1,0,3
Godean,Perdagangan,Mikro_Lv1,3709852,0.7133,4,2,2,0,0,0,0,0,0,5
Tempel,Perdagangan,Mikro_Lv1,1443043,0.2096,4,2,2,0,0,0,0,0,0,3
Sleman,Perdagangan,Mikro_Lv1,2344415,0.4099,1,0,1,0,0,0,0,0,0,5
Depok,Perdagangan,Mikro_Lv1,4206121,0.8236,1,0,1,1,1,0,2,1,1,2
Sleman,Jasa,Mikro_Lv1,3714919,0.7144,1,1,0,0,0,0,0,0,0,1
Gamping,Perdagangan,Mikro_Lv1,1141144,0.1425,2,1,1,0,0,0,0,0,1,3
Seyegan,Jasa,Mikro_Lv1,1724626,0.2721,3,2,1,0,0,0,0,0,0,4
Ngaglik,Perdagangan,Mikro_Lv1,4057668,0.7906,3,1,2,0,0,0,0,0,1,3
Minggir,Jasa,Mikro_Lv1,3753372,0.723,1,1,0,1,1,0,2,1,0,5
Moyudan,Perdagangan,Mikro_Lv1,2631123,0.4736,4,2,2,0,0,0,0,0,0,5
Godean,Perdagangan,Mikro_Lv1,2883999,0.5298,4,2,2,1,0,0,1,0,0,4
Godean,Jasa,Mikro_Lv1,1496698,0.2215,1,1,0,0,0,0,0,0,0,5
Depok,Jasa,Mikro_Lv1,2585098,0.4634,3,1,2,1,1,0,2,1,1,4
Tempel,Agribisnis,Mikro_Lv3,17896068,0.5264,4,2,2,0,0,0,0,0,0,5
Ngaglik,Jasa,Mikro_Lv1,1504392,0.2232,1,1,0,0,0,0,0,0,1,3
Prambanan,Jasa,Mikro_Lv1,4086202,0.7969,2,1,1,0,0,0,0,0,0,5
Tempel,Perdagangan,Mikro_Lv1,2387900,0.4195,1,1,0,1,0,0,1,0,0,4
Sleman,Perdagangan,Mikro_Lv1,3091667,0.5759,3,1,2,0,0,0,0,0,0,5
Depok,Jasa,Mikro_Lv1,1722464,0.2717,3,1,2,1,1,0,2,1,1,1
